File Name,Number of Speakers,Speaker Durations
5348024557507662_f755_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0023}"
5348024557507662_f755_chunk_5_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0047}"
5348024557507662_f755_chunk_6_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0028}"
5348024557507662_f755_chunk_7_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0017}"
5348024557507662_f755_chunk_8_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0029}"
5348024557507662_f755_chunk_9_subchunk_1.wav,1,"{""SPEAKER_00"": 0.003}"
5348024557507668_f2105_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.001}"
5348024557507670_f2104_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0022}"
5348024557507673_f2102_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0006}"
5348024557507674_f2106_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0006}"
5348024557507677_f2108_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.001}"
5348024557507678_f1123_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0017}"
5348024557507680_f982_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0024}"
5348024557507682_f1125_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0037}"
5348024557507685_f983_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0047}"
5348024557507687_f1124_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0043}"
5348024557507688_f984_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507691_f2107_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507700_f178_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0008}"
5348024557507700_f178_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0005}"
5348024557507700_f178_chunk_2_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0006}"
5348024557507700_f178_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0006}"
5348024557507705_f729_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0013}"
5348024557507710_f695_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0011}"
5348024557507710_f695_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507710_f695_chunk_2_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0005}"
5348024557507710_f695_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0012}"
5348024557507710_f695_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0021}"
5348024557507710_f695_chunk_5_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0036}"
5348024557507710_f695_chunk_6_subchunk_1.wav,1,"{""SPEAKER_00"": 0.002}"
5348024557507713_f693_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0019}"
5348024557507713_f693_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0007}"
5348024557507713_f693_chunk_2_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0021}"
5348024557507713_f693_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0004}"
5348024557507713_f693_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507713_f693_chunk_5_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0033}"
5348024557507713_f693_chunk_6_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0004}"
5348024557507713_f693_chunk_7_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507713_f693_chunk_8_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0003}"
5348024557507714_f742_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0026}"
5348024557507714_f742_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0007}"
5348024557507714_f742_chunk_2_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0014}"
5348024557507714_f742_chunk_2_subchunk_2.wav,1,"{""SPEAKER_00"": 0.0021}"
5348024557507714_f742_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507714_f742_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0032}"
5348024557507719_f692_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.001}"
5348024557507719_f692_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0006}"
5348024557507719_f692_chunk_2_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0034}"
5348024557507719_f692_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0022}"
5348024557507719_f692_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.005}"
5348024557507719_f692_chunk_5_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0017}"
5348024557507719_f692_chunk_6_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0009}"
5348024557507719_f692_chunk_7_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0015}"
5348024557507719_f692_chunk_8_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0032}"
5348024557507723_f179_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0013}"
5348024557507723_f179_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0011}"
5348024557507723_f179_chunk_2_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507723_f179_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0018}"
5348024557507723_f179_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0038}"
5348024557507723_f179_chunk_5_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0017}"
5348024557507723_f179_chunk_6_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0023}"
5348024557507723_f179_chunk_7_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0011}"
5348024557507723_f179_chunk_8_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0005}"
5348024557507727_f1465_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0032}"
5348024557507728_f1466_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0037}"
5348024557507731_f1468_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0019}"
5348024557507732_f1467_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0011}"
5348024557507736_f1476_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0023}"
5348024557507737_f1194_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0014}"
5348024557507738_f1548_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0021}"
5348024557507742_f997_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.004}"
5348024557507745_f838_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0022}"
5348024557507752_f1472_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507755_f1471_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0003}"
5348024557507766_f240_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0015}"
5348024557507766_f240_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0035}"
5348024557507766_f240_chunk_2_subchunk_1.wav,2,"{""SPEAKER_01"": 0.0, ""SPEAKER_00"": 0.0041}"
5348024557507766_f240_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0024}"
5348024557507766_f240_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0012}"
5348024557507769_f445_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0039}"
5348024557507769_f445_chunk_1_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0024}"
5348024557507769_f445_chunk_2_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0018}"
5348024557507769_f445_chunk_3_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0004}"
5348024557507769_f445_chunk_4_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
5348024557507769_f445_chunk_5_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0055}"
5348024557507769_f445_chunk_6_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0039}"
5348024557507769_f445_chunk_7_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0004}"
5348024557507775_f77_chunk_0_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0031}"
5348024557507775_f77_chunk_10_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0006}"
5348024557507775_f77_chunk_11_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0021}"
5348024557507775_f77_chunk_12_subchunk_1.wav,2,"{""SPEAKER_00"": 0.0011, ""SPEAKER_01"": 0.0}"
5348024557507775_f77_chunk_13_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0018}"
5348024557507775_f77_chunk_14_subchunk_1.wav,2,"{""SPEAKER_00"": 0.0012, ""SPEAKER_01"": 0.0001}"
5348024557507775_f77_chunk_15_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0003}"
5348024557507775_f77_chunk_16_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0006}"
5348024557507775_f77_chunk_17_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0007}"
5348024557507775_f77_chunk_18_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0005}"
5348024557507775_f77_chunk_19_subchunk_1.wav,1,"{""SPEAKER_00"": 0.001}"
5348024557507775_f77_chunk_1_subchunk_1.wav,2,"{""SPEAKER_01"": 0.0, ""SPEAKER_00"": 0.0026}"
5348024557507775_f77_chunk_20_subchunk_1.wav,1,"{""SPEAKER_00"": 0.0002}"
