Filename,Audio_length
5348024557503121_f672_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,4.599
5348024557502897_f251_chunk_13_subchunk_1_QC1_1_format_conversion.mp3,4.377
5348024557503463_f1330_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,31.608
5348024557502784_f400_chunk_9_subchunk_1_QC1_1_format_conversion.mp3,6.495
5348024557503534_f354_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,44.79
5348024557503750_f1167_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,0.761
5348024557503720_f605_chunk_7_subchunk_1_QC1_5_upsampling_simulation.wav,8.223
5348024557503024_f552_chunk_5_subchunk_1_QC1_2_corrupt_simulation.wav,0.0
5348024557503403_f1308_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,30.775
5348024557503677_f1140_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,7.535
5348024557503415_f29_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,30.604
5348024557503368_f568_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,42.926
5348024557503083_f1_chunk_1_subchunk_1_QC1_2_corrupt_simulation.wav,0.0
5348024557503068_f185_chunk_3_subchunk_1_QC1_2_corrupt_simulation.wav,0.0
5348024557503484_f209_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,36.083
5348024557503697_f14_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,16.48
5348024557503543_f579_chunk_8_subchunk_1_QC1_4_silence_insertion.wav,31.312
5348024557503594_f361_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,13.745
5348024557502910_f242_chunk_9_subchunk_1_QC1_1_format_conversion.mp3,5.535
5348024557503109_f1891_chunk_0_subchunk_1_QC1_2_corrupt_simulation.wav,0.0
5348024557503612_f1700_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,10.453
5348024557503549_f580_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,48.303
5348024557503242_f390_chunk_6_subchunk_1_QC1_3_sample_rate_reduction.wav,1.407
5348024557503013_f103_chunk_3_subchunk_1_QC1_2_corrupt_simulation.wav,0.0
5348024557503625_f862_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,16.004
5348024557503242_f390_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,14.846
5348024557503755_f216_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,15.23
5348024557503635_f1206_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,0.781
5348024557503015_f306_chunk_5_subchunk_1_QC1_2_corrupt_simulation.wav,0.0
5348024557503755_f216_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,9.868
5348024557503416_f607_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,31.407
5348024557503367_f364_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,9.182
5348024557503068_f185_chunk_4_subchunk_1_QC1_2_corrupt_simulation.wav,0.0
5348024557502784_f400_chunk_11_subchunk_1_QC1_1_format_conversion.mp3,3.6519375
